Transaction_ID,Customer_ID,Transaction_Date,Total_Purchases,Amount,Total_Amount,Product_Category,Product_Brand,Product_Type,Feedback,Shipping_Method,Payment_Method,Order_Status,Ratings,products
1124609,57337,2024-01-13 13:26:34,5,450.7222673,2253.611337,Electronics,Samsung,Tablet,Excellent,Same-Day,Debit Card,Delivered,5,Microsoft Surface
4852656,34585,2023-04-06 07:44:07,10,405.3842388,4053.842388,Grocery,Coca-Cola,Water,Bad,Express,PayPal,Delivered,1,Mineral water
6662281,91476,2023-05-10 20:25:40,3,414.6671185,1244.001356,Electronics,Apple,Smartphone,Excellent,Same-Day,Credit Card,Delivered,4,Huawei P
4648037,13268,2023-11-08 19:46:02,1,463.9190284,463.9190284,Clothing,Adidas,Shoes,Average,Standard,PayPal,Delivered,2,Slippers
9030160,31951,2023-04-30 03:25:54,10,83.5959452,835.959452,Books,HarperCollins,Non-Fiction,Average,Standard,Debit Card,Delivered,2,History
3058735,83806,2024-02-11 19:19:09,8,395.9538393,3167.630715,Clothing,Nike,Shoes,Excellent,Standard,Cash,Delivered,5,High heels
9557337,32198,2024-01-09 17:45:12,3,487.3098387,1461.929516,Grocery,Nestle,Chocolate,Bad,Standard,Debit Card,Delivered,1,Chocolate mousse
4864898,97542,2023-12-07 11:44:21,2,392.4958552,784.9917104,Electronics,Samsung,Television,Average,Standard,Credit Card,Delivered,2,LCD TV
2405390,61138,2023-10-22 11:24:31,1,269.9951153,269.9951153,Grocery,Pepsi,Water,Good,Standard,Cash,Delivered,4,Flavored water
7419854,20141,2023-12-22 03:47:44,7,389.6982302,2727.887611,Electronics,Apple,Tablet,Bad,Same-Day,Cash,Delivered,1,Amazon Fire Tablet
8094556,72342,2023-12-31 20:02:07,4,346.1320909,1384.528364,Books,HarperCollins,Non-Fiction,Excellent,Same-Day,PayPal,Delivered,4,Memoir
8467217,81919,2024-02-18 13:24:36,9,341.9850514,3077.865463,Home Decor,Home Depot,Tools,Average,Same-Day,Cash,Delivered,2,Level
2840494,97197,2023-06-06 11:23:46,8,484.4396556,3875.517245,Clothing,Adidas,Jacket,Excellent,Express,Debit Card,Delivered,5,Windbreaker
6323463,52076,2024-02-17 01:53:42,9,338.68654,3048.17886,Electronics,Samsung,Tablet,Average,Standard,Credit Card,Delivered,2,Sony Xperia Tablet
3881488,22822,2023-11-12 08:06:37,10,263.2353675,2632.353675,Home Decor,IKEA,Lighting,Bad,Standard,PayPal,Delivered,1,Desk lamps
3242761,24169,2023-03-24 16:10:22,3,92.11874845,276.3562453,Grocery,Pepsi,Water,Good,Express,PayPal,Delivered,3,Distilled water
9902156,73266,2023-10-27 03:41:02,2,219.6771136,439.3542273,Electronics,Apple,Laptop,Average,Same-Day,Cash,Delivered,2,Lenovo ThinkPad
8765255,34936,2023-10-06 07:32:15,8,163.4915365,1307.932292,Home Decor,IKEA,Furniture,Bad,Express,PayPal,Delivered,1,Coffee table
8418442,16876,2023-03-07 08:36:09,3,450.402773,1351.208319,Grocery,Coca-Cola,Water,Excellent,Same-Day,Credit Card,Delivered,5,Mineral water
6960846,49839,2023-10-05 21:25:32,8,476.222109,3809.776872,Clothing,Adidas,Shoes,Average,Same-Day,Cash,Delivered,2,Running shoes
6376489,12498,2023-07-07 09:29:19,3,73.1913704,219.5741112,Electronics,Samsung,Tablet,Excellent,Same-Day,Credit Card,Delivered,5,Sony Xperia Tablet
2912568,62328,2023-04-04 16:20:17,5,180.3572679,901.7863397,Electronics,Samsung,Television,Good,Express,Credit Card,Delivered,3,OLED TV
2919104,81829,2023-10-05 17:22:19,5,141.7606007,708.8030034,Clothing,Zara,Jeans,Average,Same-Day,PayPal,Delivered,2,Flare jeans
3496620,20944,2024-02-03 05:30:42,5,79.58156838,397.9078419,Grocery,Nestle,Snacks,Good,Same-Day,Debit Card,Delivered,4,Crackers
8418178,67783,2023-10-17 13:05:51,10,293.8338978,2938.338978,Books,Penguin Books,Non-Fiction,Average,Standard,PayPal,Delivered,2,Cooking
5574890,36478,2023-05-14 02:25:03,6,187.3981066,1124.38864,Books,HarperCollins,Non-Fiction,Average,Express,Cash,Delivered,2,Psychology
9348051,19040,2023-11-23 17:37:54,5,398.9102694,1994.551347,Grocery,Pepsi,Water,Good,Express,Cash,Delivered,3,Spring water
6166727,97838,2023-12-05 23:13:43,1,168.5337477,168.5337477,Books,HarperCollins,Fiction,Bad,Same-Day,Credit Card,Delivered,1,Science fiction
8381889,86710,2024-01-03 14:31:30,2,316.4945619,,Clothing,Zara,Dress,Excellent,Same-Day,Debit Card,Delivered,5,Maxi dress
5253785,50064,2023-04-16 05:57:45,1,481.9404719,481.9404719,Books,Random House,Literature,Excellent,Express,Debit Card,Delivered,5,Anthologies
2615561,50777,2023-09-24 07:44:11,2,464.002072,928.0041439,Clothing,Zara,Jeans,Average,Standard,Cash,Delivered,2,Bootcut jeans
4906730,89385,2023-12-14 12:02:42,6,255.9304814,1535.582889,Home Decor,Home Depot,Furniture,Bad,Same-Day,PayPal,Delivered,1,Bed
5857298,99914,2023-08-02 18:22:49,6,346.9323288,2081.593973,Grocery,Coca-Cola,Soft Drink,Good,Same-Day,Credit Card,Delivered,4,Root beer
2135117,95973,2023-09-21 12:09:21,9,216.996077,1952.964693,Books,Random House,Literature,Average,Standard,Credit Card,Delivered,2,Contemporary literature
4018436,79817,2023-04-07 11:46:47,9,379.33609,3414.02481,Electronics,Samsung,Television,Excellent,Express,Cash,Delivered,4,QLED TV
8926638,77522,2023-10-02 05:13:39,7,185.8544346,1300.981042,Grocery,Nestle,Snacks,Average,Standard,Debit Card,Delivered,2,Trail mix
9342363,27171,2023-12-27 10:00:45,4,316.7887939,1267.155175,Books,Random House,Literature,Average,Same-Day,PayPal,Delivered,2,Classic literature
2608546,53028,2024-01-08 05:33:58,4,132.3222738,529.2890953,Home Decor,Bed Bath & Beyond,Kitchen,Excellent,Standard,PayPal,Delivered,5,Dishwasher
6090569,99548,2024-02-26 22:11:58,1,283.0242412,283.0242412,Books,HarperCollins,Thriller,Average,Standard,PayPal,Delivered,2,Techno-thriller
3663262,74372,2023-04-19 20:23:52,9,450.3626484,4053.263836,Books,Penguin Books,Non-Fiction,Bad,Standard,Cash,Delivered,1,Self-help
9127678,66589,2023-12-16 01:33:09,4,103.4301879,413.7207517,Grocery,Coca-Cola,Juice,Excellent,Express,Cash,Delivered,5,Cranberry juice
6105931,85347,2024-02-03 17:16:09,6,396.4113094,2378.467856,Home Decor,Bed Bath & Beyond,Bedding,Bad,Express,Cash,Delivered,1,Blanket
2765220,62638,2024-01-16 10:44:59,2,483.3747492,966.7494985,Clothing,Zara,Shirt,Good,Express,Credit Card,Delivered,3,Flannel shirt
6611688,26729,2024-02-15 01:20:32,4,174.5190805,698.0763221,Grocery,Coca-Cola,Soft Drink,Good,Express,PayPal,Delivered,4,Grape soda
8519421,31802,2023-07-03 23:55:43,3,445.9891427,1337.967428,Clothing,Zara,Jeans,Good,Same-Day,Cash,Delivered,3,Skinny jeans
4873005,51143,2023-09-07 19:09:30,10,258.3610803,2583.610803,Electronics,Apple,Tablet,Excellent,Same-Day,Debit Card,Delivered,4,Acer Iconia Tab
4219948,30187,2023-11-03 00:44:38,4,106.0736383,424.294553,Home Decor,Home Depot,Decorations,Bad,Same-Day,PayPal,Delivered,1,Sculptures
2867381,43252,2023-12-04 21:23:37,5,374.0228245,1870.114122,Grocery,Pepsi,Juice,Average,Standard,Credit Card,Delivered,2,Mango juice
1350412,36632,2023-07-15 02:30:02,1,38.5645454,38.5645454,Home Decor,Home Depot,Furniture,Excellent,Express,PayPal,Delivered,5,Bookshelf
7556605,17408,2024-01-16 08:39:41,9,306.2556795,2756.301115,Electronics,Sony,Television,Excellent,Standard,Credit Card,Delivered,5,LCD TV
4404368,68319,2023-08-01 01:26:11,9,75.90397813,683.1358032,Books,Penguin Books,Non-Fiction,Bad,Same-Day,Cash,Delivered,1,Science
3393942,79169,2023-11-02 23:14:51,10,359.5000755,3595.000755,Home Decor,IKEA,Lighting,Bad,Same-Day,Credit Card,Delivered,1,Track lighting
3200976,21383,2023-05-19 16:41:58,4,318.6722696,1274.689078,Clothing,Zara,Shirt,Bad,Standard,Credit Card,Delivered,1,Henley shirt
2468334,38085,2023-05-04 01:16:26,3,425.4994255,1276.498276,Clothing,Nike,Shorts,Bad,Standard,Credit Card,Delivered,1,Skorts
5690085,54235,2023-07-04 04:30:54,1,265.8638879,265.8638879,Home Decor,Home Depot,Tools,Good,Express,Cash,Delivered,4,Utility knife
7853482,71431,2023-09-09 03:34:46,2,355.1128351,710.2256702,Grocery,Coca-Cola,Juice,Bad,Standard,PayPal,Delivered,1,Mixed fruit juice
8953906,15029,2023-12-10 02:12:13,6,166.3891538,998.3349227,Books,HarperCollins,Fiction,Excellent,Same-Day,Credit Card,Delivered,4,Dystopian
9308026,73242,2023-06-27 11:01:57,1,45.08501235,45.08501235,Electronics,Samsung,Tablet,Excellent,Standard,Debit Card,Delivered,5,Asus ZenPad
2825256,29301,2023-08-23 07:10:59,10,66.67377188,666.7377188,Books,HarperCollins,Non-Fiction,Excellent,Same-Day,Debit Card,Delivered,4,Travel
8157518,63784,2023-04-15 07:50:38,8,24.4985893,195.9887144,Home Decor,IKEA,Decorations,Bad,Standard,PayPal,Delivered,1,Decorative pillows
7399451,64624,2023-06-14 21:53:44,10,346.2344084,3462.344084,Clothing,Adidas,Jacket,Excellent,Standard,Debit Card,Delivered,5,Bomber jacket
3393230,62410,2023-06-22 15:27:14,7,421.2029399,2948.420579,Clothing,Adidas,T-shirt,Good,Express,PayPal,Delivered,3,Henley tee
2867272,14138,2023-05-05 18:36:09,1,37.2025863,37.2025863,Grocery,Pepsi,Soft Drink,Average,Express,Debit Card,Delivered,2,Orange soda
2658085,30690,2024-01-07 16:58:29,6,143.0614305,858.3685831,Clothing,Nike,T-shirt,Excellent,Same-Day,Debit Card,Delivered,4,Plain tee
2902303,54408,2023-04-16 08:59:55,6,261.1318207,1566.790924,Clothing,Adidas,T-shirt,Average,Express,Credit Card,Delivered,2,Crew neck tee
8662724,47114,2023-03-01 20:03:36,2,350.2904956,700.5809912,Electronics,Samsung,Television,Bad,Standard,Cash,Delivered,1,Plasma TV
5488409,47054,2023-06-15 04:01:28,4,378.0216526,1512.08661,Electronics,Sony,Television,Good,Same-Day,PayPal,Delivered,3,4K TV
8512563,87186,2023-04-12 08:19:04,6,168.2441627,1009.464976,Electronics,Samsung,Smartphone,Average,Standard,Debit Card,Delivered,2,Google Pixel
8885458,38349,2023-11-22 08:42:41,6,450.9589545,2705.753727,Clothing,Zara,Shirt,Bad,Standard,Cash,Delivered,1,Blouse
3454585,93748,2023-10-06 13:29:37,10,332.6559919,3326.559919,Grocery,Coca-Cola,Water,Good,Express,PayPal,Delivered,4,Alkaline water
7933233,72418,2023-07-25 10:34:06,6,280.2410902,1681.446541,Grocery,Coca-Cola,Juice,Excellent,Standard,Debit Card,Delivered,4,Mango juice
9658254,21818,2023-08-26 23:20:13,7,328.7583523,2301.308466,Grocery,Coca-Cola,Water,Excellent,Same-Day,Credit Card,Delivered,4,Bottled water
6622675,57034,2023-11-15 18:33:40,3,327.8594852,983.5784557,Electronics,Apple,Tablet,Bad,Standard,Credit Card,Delivered,1,Acer Iconia Tab
9646796,98706,2023-03-05 04:26:00,6,12.25442172,73.5265303,Home Decor,Bed Bath & Beyond,Kitchen,Average,Same-Day,PayPal,Delivered,2,Coffee maker
3452308,96732,2023-07-13 08:59:43,10,431.1811522,4311.811522,Home Decor,Home Depot,Furniture,Excellent,Same-Day,Debit Card,Delivered,4,Dining table
6316597,29507,2023-04-11 13:06:41,2,376.1748361,752.3496723,Books,Penguin Books,Fiction,Average,Standard,PayPal,Delivered,2,Adventure
9278103,45821,2023-07-01 20:44:09,6,272.9785098,1637.871059,Grocery,Nestle,Chocolate,Average,Express,Credit Card,Delivered,2,Chocolate cookies
5057560,96172,2024-02-05 04:39:34,7,443.3226636,3103.258645,Home Decor,IKEA,Lighting,Good,Standard,Debit Card,Delivered,4,Track lighting
9111324,19826,2023-04-05 03:20:51,10,100.1897474,1001.897474,Books,Penguin Books,Non-Fiction,Excellent,Standard,Cash,Delivered,5,History
7149665,51394,2023-04-17 23:36:10,7,142.1327847,994.9294929,Grocery,Pepsi,Soft Drink,Bad,Express,Cash,Delivered,1,Fruit punch
9036204,58765,2023-06-29 06:17:31,3,225.1306481,675.3919444,Electronics,Samsung,Smartphone,Excellent,Same-Day,Debit Card,Delivered,4,Huawei P
6748381,81276,2023-09-19 06:11:34,5,475.3898388,2376.949194,Home Decor,Home Depot,Furniture,Good,Express,Credit Card,Delivered,4,Dining table
4900980,34871,2024-02-21 07:27:01,6,112.8520507,677.1123043,Clothing,Zara,Dress,Bad,Standard,Cash,Delivered,1,Fit and flare dress
4074227,54056,2023-07-03 12:06:42,1,334.040633,334.040633,Clothing,Nike,Shoes,Good,Standard,Cash,Delivered,3,Slippers
4599296,93957,2023-12-01 18:49:42,2,131.8599093,263.7198186,Electronics,Samsung,Tablet,Excellent,Express,PayPal,Delivered,5,Amazon Fire Tablet
1022423,86650,2023-07-12 00:54:53,10,427.055753,4270.55753,Home Decor,Bed Bath & Beyond,Bedding,Excellent,Same-Day,PayPal,Delivered,4,Quilt
2968171,47692,2023-08-22 01:53:11,1,403.872649,403.872649,Electronics,Sony,Headphones,Bad,Standard,Credit Card,Delivered,1,Sports headphones
7465219,26097,2023-10-09 09:24:19,7,206.8542815,1447.979971,Books,Random House,Fiction,Good,Same-Day,PayPal,Delivered,4,Adventure
2562830,20781,2023-09-27 20:13:29,9,171.2642265,1541.378039,Books,HarperCollins,Thriller,Excellent,Standard,Credit Card,Delivered,5,Techno-thriller
4367894,78620,2024-01-10 21:30:22,4,250.8176361,1003.270544,Home Decor,Home Depot,Decorations,Good,Standard,Cash,Delivered,4,Rugs
4304148,77605,2023-05-31 13:24:23,8,252.8433251,2022.746601,Home Decor,Home Depot,Furniture,Bad,Express,PayPal,Delivered,1,Coffee table
1743836,61705,2023-03-08 22:41:11,3,81.04886174,243.1465852,Books,Penguin Books,Non-Fiction,Bad,Express,Cash,Delivered,1,History
3818375,15452,2024-02-05 16:09:10,5,186.6215375,933.1076877,Electronics,Sony,Television,Good,Same-Day,PayPal,Delivered,3,Plasma TV
3774743,21812,2023-08-06 04:44:31,5,401.6721893,2008.360946,Electronics,Sony,Smartphone,Bad,Same-Day,Cash,Delivered,1,OnePlus
5319699,84641,2023-11-07 08:01:31,8,388.4600566,3107.680453,Home Decor,Bed Bath & Beyond,Bedding,Bad,Same-Day,Debit Card,Delivered,1,Comforter
2356050,89342,2023-07-05 11:12:10,3,26.12725801,78.38177402,Electronics,Sony,Television,Good,Same-Day,Debit Card,Delivered,3,HDR TV
9170863,12993,2023-08-25 12:52:19,5,42.3030547,211.5152735,Home Decor,Bed Bath & Beyond,Kitchen,Excellent,Express,Cash,Delivered,4,Food processor
4510265,77108,2023-04-25 11:50:34,2,362.5477766,725.0955532,Books,HarperCollins,Fiction,Good,Express,Credit Card,Delivered,4,Dystopian
8205801,45495,2023-08-14 12:18:54,6,356.1515619,2136.909371,Clothing,Zara,Jeans,Average,Standard,Cash,Delivered,2,Bootcut jeans
6252056,31193,2023-04-07 10:46:22,8,306.0359564,2448.287651,Home Decor,Home Depot,Tools,Average,Same-Day,Debit Card,Delivered,2,Wrench
1063137,36962,2024-02-05 07:06:36,3,312.3189867,936.95696,Books,HarperCollins,Thriller,Bad,Standard,Cash,Delivered,1,Political thriller
3915974,66464,2024-01-20 21:00:03,6,235.7458275,1414.474965,Grocery,Pepsi,Juice,Bad,Express,PayPal,Delivered,1,Mango juice
8347539,62774,2023-06-01 22:41:41,7,260.6034405,1824.224083,Clothing,Zara,Shirt,Excellent,Same-Day,Credit Card,Delivered,5,Blouse
3266982,98287,2023-04-04 09:11:11,6,273.5490215,1641.294129,Home Decor,Bed Bath & Beyond,Bedding,Good,Express,Credit Card,Delivered,3,Mattress topper
3298533,58238,2023-09-28 08:07:59,1,224.8057733,224.8057733,Grocery,Nestle,Chocolate,Good,Express,Credit Card,Delivered,4,Chocolate bars
5431043,23328,2023-06-09 07:23:39,6,221.9425647,1331.655388,Grocery,Coca-Cola,Water,Average,Express,Credit Card,Delivered,2,Purified water
7417047,22099,2023-08-30 01:36:59,2,174.4796059,348.9592118,Clothing,Adidas,Shoes,Good,Express,Debit Card,Delivered,3,Boots
1754411,76785,2023-03-18 12:15:07,8,60.98405498,487.8724398,Grocery,Coca-Cola,Soft Drink,Excellent,Express,Credit Card,Delivered,4,Iced tea
3488446,38508,2023-06-23 17:18:25,5,450.5763677,2252.881838,Electronics,Sony,Headphones,Average,Express,Debit Card,Delivered,2,Sports headphones
6267784,53476,2023-05-04 21:22:17,8,419.7183771,3357.747017,Books,HarperCollins,Fiction,Average,Standard,Cash,Delivered,2,Fantasy
9946127,11287,2023-11-12 22:38:42,6,162.0909782,972.545869,Home Decor,Home Depot,Furniture,Bad,Same-Day,Cash,Delivered,1,Dresser
9943048,69807,2024-02-21 03:28:47,6,59.48169276,356.8901565,Electronics,Sony,Smartphone,Average,Same-Day,PayPal,Delivered,2,Samsung Galaxy
4529218,61901,2023-10-02 18:12:02,4,166.3881027,665.5524107,Grocery,Pepsi,Soft Drink,Average,Express,Cash,Delivered,2,Root beer
5142351,90528,2023-11-20 21:43:45,3,41.28849212,123.8654764,Books,Penguin Books,Children's,Excellent,Standard,Cash,Delivered,4,Books
7514537,11609,2023-04-13 19:35:26,10,200.0862969,2000.862969,Clothing,Adidas,T-shirt,Excellent,Same-Day,Debit Card,Delivered,4,Crop top
2060587,20714,2023-10-01 13:37:53,1,484.600733,484.600733,Books,Penguin Books,Children's,Average,Standard,Credit Card,Delivered,2,Educational kits
1297290,51393,2024-02-20 15:34:51,7,135.9663397,951.7643782,Clothing,Nike,Shoes,Good,Standard,Cash,Delivered,3,Slippers
5006059,70229,2023-10-09 06:12:52,5,188.1043268,940.5216338,Books,Random House,Non-Fiction,Excellent,Standard,Credit Card,Delivered,4,Health
6297132,51935,2023-09-11 22:52:45,6,234.5298183,1407.17891,Clothing,Zara,Shirt,Bad,Express,Cash,Delivered,1,Blouse
6458709,12920,2023-06-02 05:15:47,8,68.34941521,546.7953217,Clothing,Zara,Dress,Good,Same-Day,Debit Card,Delivered,3,Sundress
8859645,27584,2023-11-14 21:27:42,3,28.9797158,86.93914739,Home Decor,Home Depot,Furniture,Excellent,Standard,Cash,Delivered,5,Wardrobe
5868813,52504,2023-07-06 18:37:20,4,412.0013076,1648.00523,Home Decor,IKEA,Lighting,Excellent,Same-Day,Cash,Delivered,5,Floor lamps
1066857,88288,2023-04-29 15:40:10,9,272.4506978,2452.05628,Home Decor,Bed Bath & Beyond,Kitchen,Bad,Express,Cash,Delivered,1,Dishwasher
1451142,43984,2023-06-07 23:47:13,7,64.36285439,450.5399807,Home Decor,Bed Bath & Beyond,Bedding,Average,Express,PayPal,Delivered,2,Quilt
9716765,30044,2023-09-18 21:54:21,6,141.7773117,850.66387,Home Decor,Bed Bath & Beyond,Bathroom,Average,Same-Day,Credit Card,Delivered,2,Shower
1884887,48145,2023-11-20 16:58:18,9,278.6643735,2507.979361,Books,Penguin Books,Fiction,Excellent,Express,Credit Card,Delivered,4,Adventure
6867335,65603,2023-11-30 15:28:09,7,312.7680769,2189.376538,Clothing,Nike,Shorts,Good,Express,Credit Card,Delivered,4,Khaki shorts
8714751,89453,2023-04-16 15:43:14,8,72.81892713,582.5514171,Books,HarperCollins,Thriller,Average,Express,PayPal,Delivered,2,Techno-thriller
7606693,77405,2023-03-06 19:17:40,8,37.95133424,303.6106739,Electronics,Samsung,Television,Excellent,Standard,Credit Card,Delivered,4,Smart TV
9612417,95469,2023-09-08 17:31:50,8,130.0273258,1040.218607,Books,Penguin Books,Non-Fiction,Average,Express,Cash,Delivered,2,History
5081440,90776,2023-12-16 23:48:48,1,340.614331,340.614331,Books,HarperCollins,Non-Fiction,Bad,Standard,PayPal,Delivered,1,Psychology
4828739,61177,2023-05-21 18:42:36,6,251.466924,1508.801544,Grocery,Nestle,Coffee,Bad,Same-Day,Credit Card,Delivered,1,Coffee beans
3540427,38471,2023-08-21 08:27:50,4,435.8517143,1743.406857,Electronics,Samsung,Tablet,Excellent,Standard,Credit Card,Delivered,5,Samsung Galaxy Tab
8249320,96104,2024-01-16 05:39:41,4,200.9574971,803.8299886,Grocery,Nestle,Chocolate,Bad,Same-Day,PayPal,Delivered,1,Dark chocolate
6127532,94342,2023-08-02 01:40:34,8,310.8446786,2486.757429,Clothing,Adidas,Jacket,Average,Standard,Cash,Delivered,2,Blazer
4173165,92720,2023-11-27 15:47:44,1,108.3774284,108.3774284,Clothing,Adidas,T-shirt,Excellent,Standard,PayPal,Delivered,5,Plain tee
4495942,13937,2024-01-17 21:47:01,9,418.0278556,3762.2507,Clothing,Nike,Shorts,Average,Standard,Credit Card,Delivered,2,Cycling shorts
9665112,39082,,3,13.00110906,39.00332719,Grocery,Coca-Cola,Juice,Excellent,Express,PayPal,Delivered,5,Pineapple juice
6479971,50172,2023-04-02 01:52:52,10,260.1679694,2601.679694,Electronics,Apple,Laptop,Bad,Express,PayPal,Delivered,1,Lenovo ThinkPad
4546936,11725,2024-02-11 00:16:29,3,496.3514818,1489.054445,Books,Random House,Fiction,Average,Standard,Credit Card,Delivered,2,Science fiction
8649030,69727,2023-11-26 05:53:57,4,443.9714223,1775.885689,Electronics,Sony,Headphones,Bad,Same-Day,Credit Card,Delivered,1,Studio headphones
4150614,33848,2024-01-08 07:50:24,2,282.055191,564.1103821,Books,Random House,Fiction,Excellent,Standard,Debit Card,Delivered,5,Science fiction
4360877,26940,2023-03-13 19:21:27,9,112.2816473,1010.534826,Home Decor,Bed Bath & Beyond,Kitchen,Good,Standard,Cash,Delivered,4,Dishwasher
